Root Domain,company,Image Url 1,Link to Product Page,Sentence1,Sentence2,Model Number,job titles,Contact Email,Response
minifinder.com,MiniFinder,https://minifinder.com/storage/app/media/uploaded-files/minifinder-gps-stoldskydd-tracker.jpg,https://minifinder.com/solutions/category/anti-theft,I was browsing through your site and came across one of your products: anti-theft products,"That comes with a plastic case, right?",,owner,info@minifinder.com,info@minifinder.com
trackmasterusa.com,TrackMaster USA,https://trackmasterusa.com/wp-content/uploads/geo-trax-ir-x2.png,https://trackmasterusa.com/,I was browsing through your site and came across one of your products: trackmaster milepost,"That comes with a plastic case, right?",,owner,,
nalresearch.com,NAL Research,https://www.nalresearch.com/wp-content/uploads/2022/08/SAF7352-IG-scaled-e1581982690383.jpg,https://www.nalresearch.com/product/saf7352-ig/,I was browsing through your site and came across one of your products: dual iridium-gps antenna,"That comes with a plastic case, right?",(model number: SAF7352-IG ),owner,info@nalresearch.com,info@nalresearch.com
sungoldsolar.us,Sungold Solar,https://www.sungoldsolar.us/wp-content/uploads/2023/03/2-13-600x600.jpg.webp,https://www.sungoldsolar.us/portable-solar-panel-winnner-bag-tf-d-2x50w-b/,I was browsing through your site and came across one of your products: portable solar power winner bag-tf-d-2*50w-b,"That comes with a soft-sided case, right?",(model number: SGWB2-TF-D-2*50W-B ),owner,sales@sungoldsolar.cn,sales@sungoldsolar.cn
mbj-solutions.com,MBJ Solutions,https://www.mbj-solutions.com/fileadmin/_processed_/2/9/csm_MBJ_Mobil_EL_Koffer_offen_voll_72dpi_600x450_bddd40375b.png,https://www.mbj-solutions.com/en/products/mobile-equipment/mbj-mobile-el,I was browsing through your site and came across one of your products: mbj mobile el,"That comes with an aluminum case and foam inserts, right?",,owner,info@mbj-solutions.com,info@mbj-solutions.com
solarconduits.com,Solar Conduits,https://www.solarconduits.com/wp-content/uploads/2024/07/solar-pvc-adaptable-box-5.jpg,https://www.solarconduits.com/solar-adaptable-box,I was browsing through your site and came across one of your products: ctube solar adaptable box,"That comes with plastic case, right?","(model number: CT-AB85-300mm, CT-AB8562, CT-AB10850, CT-AB10876, CT-AB16381, CT-AB21181, CT-AB300152, CT-AB300200 )",owner,ctube@c-tube.net,ctube@c-tube.net
concept-ge.co.uk,Concept Garage Equipment,https://concept-ge.co.uk/wp-content/uploads/2023/03/EV-Fire-Blanket-and-Wall-Mounted-Storage-Box.jpg,https://concept-ge.co.uk/product/ev-fire-blanket-and-storage-box/,I was browsing through your site and came across one of your products: ev fire blanket and storage box discount combo,"That comes with an ATA case, right?",(model number: CGE-FBC2295-and-CFB2186 ),owner,info@concept-ge.co.uk,info@concept-ge.co.uk
icarsoft-us.com,iCarsoft,https://www.icarsoft-us.com/cdn/shop/files/iCarsoft_CR-Legend-TPMS-Diagnostic-Tool-3.png?v=1736476867&width=1214,https://www.icarsoft-us.com/products/cr-legend,I was browsing through your site and came across one of your products: iCarsoft CR Legend,"That comes with a case with foam inserts, right?",,owner,service@icarsoft-us.com,service@icarsoft-us.com
aetgear.com,AET,https://www.aetgear.com/wp-content/uploads/2024/02/%E4%B8%8B%E8%BD%BD-_1_.webp,https://www.aetgear.com/rifle-bag/,I was browsing through your site and came across one of your products: rifle bag,"That comes with cut and sew bags, right?",,owner,leon@aetgear.com,leon@aetgear.com
automotivetestsolutions.com,Automotive Test Solutions,https://automotivetestsolutions.com/wp-content/uploads/2022/10/ESO3000-EScope-Elite8.jpg,https://automotivetestsolutions.com/product/tablet-with-ruggedized-case/,I was browsing through your site and came across one of your products: tablet with ruggedized case,"That comes with a silicone skin, right?",(model number: ESL3300 ),owner,sales@automotivetestsolutions.com,sales@automotivetestsolutions.com
bench-force.com,BenchForce,https://bench-force.com/cdn/shop/files/BF00044.png?v=1732370758,https://bench-force.com/products/benchforce-powerblock-protective-eva-soft-case,I was browsing through your site and came across one of your products: benchforce powerblock protective eva soft case,"That comes with EVA cases, right?",(model number: BF00044 ),owner,info@bench-force.com,info@bench-force.com
vetronix.com,Vetronix,https://www.vetronix.com/cdn/shop/files/Vetronix-Tech-2-Package-With-Candi-Power-Adapter.jpg?v=1614292841,https://www.vetronix.com/,I was browsing through your site and came across one of your products: vetronix tech ii,"That comes with a case with foam inserts, right?",,owner,contact@vetronix.com,contact@vetronix.com
hrtacticalin.com,HR Tactical Innovations,http://hrtacticalin.com/cdn/shop/collections/AL-1814-front_3zxd-k8.jpg?crop=center&height=1200&v=1721534065&width=1200,https://hrtacticalin.com/collections/aluminum-hard-cases,I was browsing through your site and came across one of your products: pe emf100,"That comes with aluminum case, right?",,owner,sales@hrtacticalin.com,sales@hrtacticalin.com
oc.connect.panasonic.com,Panasonic Australia,https://oc.connect.panasonic.com/sites/default/files/styles/gallery/public/media/image/2023-09/fz-vstg21ug2rotatinghandstrapinstalled.jpg,https://oc.connect.panasonic.com/au/en/products/toughbook/fz-vstg21u,I was browsing through your site and came across one of your products: na,"That comes with a cut and sew bag, right?",,owner,helpline@in.panasonic.com,helpline@in.panasonic.com
maxpedition.com,Maxpedition,http://www.maxpedition.com/cdn/shop/products/1813K_detail_grande.jpg?v=1626815081,https://www.maxpedition.com/products/tactical-can-case,I was browsing through your site and came across one of your products: tactical can case,"That comes with a cut and sew bag, right?",(model number: 1813K ),owner,info@maxpedition.com,info@maxpedition.com
berla.co,Berla,https://berla.co/wp-content/uploads/2019/05/Case_Launch_WebImages-04-1024x731.png,https://berla.co/the-new-ive-hardware-case-is-here/,I was browsing through your site and came across one of your products: ive hardware case,"That comes with EVA cases, right?",,owner,info@berla.co,info@berla.co
aochenggroup.com,Aocheng Group,https://aochenggroup.com/wp-content/uploads/2024/06/b30e509298a04a59786b.jpg,https://aochenggroup.com/products/dcex200-kits-gasoline-transfer-pump/,I was browsing through your site and came across one of your products: dcex200 gasoline fuel transfer pump kits,"That comes with a plastic case, right?",(model number: dc-ex200 kit ),owner,aocheng.sale@vip.163.com,aocheng.sale@vip.163.com
osprey.com,Osprey,https://www.osprey.com/media/catalog/product/cache/b2f1ce2dfe10d3d31bf2056bf6e0d10f/_/0/_0006_s24_archeon_laptop_case_scenicvalley_10005922_1_web_1.jpg,https://www.osprey.com/backpacks-bags/map-break/campus-commute-packs/archeontm-laptop-case,I was browsing through your site and came across one of your products: archeon laptop case,"That comes with an EVA case, right?",,owner,customer.service@cs.osprey.com,customer.service@cs.osprey.com
goruck.com,GORUCK,https://www.goruck.com/cdn/shop/files/Black-_Black-_-Grey-Inserts_2L_1080x.jpg?v=1731547440,https://www.goruck.com/products/dopp-kit,I was browsing through your site and came across one of your products: dopp kit,"That comes with a soft-sided case, right?",(model number: DK-0105BS ),owner,team@goruck.com,team@goruck.com
ycbagmaking.com,YC Making,https://www.ycbagmaking.com/uploads/5fb773210c6c7357230287_t_WNo_900d400.jpg,https://www.ycbagmaking.com/cosmetic-bag/,"I was browsing through your site and came across one of your products: custom cosmetic bags, small clear pvc pouch, clear vegan cosmetic bag, marble toiletry bags, fashion pu cosmetic bag, clear pvc cosmetic bags wholesale, hanging cosmetic bag organizer, leather basics cosmetic bag, custom marble cosmetic bag, personalised beauty case","That comes with a soft-sided case, right?",,owner,amy@ycmaking.com,amy@ycmaking.com
vpinstruments.com,VPInstruments,https://www.vpinstruments.com/wp-content/uploads/2022/10/VPVision-Mobile-1.jpg,https://www.vpinstruments.com/product/vpvision-mobile/,I was browsing through your site and came across one of your products: vpvision mobile,"That comes with a plastic case, right?",,owner,info@vpinstruments.com,info@vpinstruments.com
grenewis.com,Grene WIS,https://www.grenewis.com/wp-content/uploads/2024/12/lift-bags-grene-wis.jpg,https://www.grenewis.com/en/about-us/locations/grene-wis-usa/lift-bags/,I was browsing through your site and came across one of your products: lifting bags for wind turbines,"That comes with cut and sew bag(s), right?",,owner,wis.dk@grene.com,wis.dk@grene.com
injectionpower.com,InjectionPower,https://www.injectionpower.com/web/image/product.template/21162/image_1024?unique=12c068a,https://www.injectionpower.com/shop/9441-a-special-tools-in-wooden-case-for-the-bosch-p-size-in-line-pumps-21162,I was browsing through your site and came across one of your products: special tools (in wooden case) for the bosch p size in-line pumps,"That comes with a wood case with foam inserts, right?",(model number: 9441-A ),owner,info@injectionpower.com,info@injectionpower.com
hollandsupplycompany.com,Holland Supply Company,https://hollandsupplycompany.com/application/files/6316/4574/7000/WelkerOdorEyes_MerCaptureKit.jpg,https://hollandsupplycompany.com/odorization/odorization-products-accessories,I was browsing through your site and came across one of your products: welker aef atmospheric exhaust filter,"That comes with a plastic case, right?",,owner,sales@hollandsupplycompany.com,sales@hollandsupplycompany.com
janitza.com,Janitza Electronics,https://www.janitza.com/files/produkte/GridVis/gridvis-collector.png,https://www.janitza.com/us/products/gridvis-extensions.html,I was browsing through your site and came across one of your products: gridvis extensions,"That comes with a plastic case and foam inserts, right?",,owner,info@janitza.de,info@janitza.de
micronicsflowmeters.com,Micronics Flow Meter Company,https://micronicsflowmeters.com/wp-content/uploads/2021/01/PF333_with_Case.jpg,https://micronicsflowmeters.com/product/portaflow-333/,I was browsing through your site and came across one of your products: portaflow 333 portable ultrasonic clamp-on flow/heat meter,"That comes with a case with foam inserts, right?",,owner,sales@micronicsltd.co.uk,sales@micronicsltd.co.uk
fastmeasure.com,FastMeasure,https://fastmeasure.com/wp-content/uploads/OBD-II-with-Power-Cord.jpg,https://fastmeasure.com/product/fastmeasure-obd-ii/,I was browsing through your site and came across one of your products: fastmeasure – obd-ii,"That comes with a soft-sided case, right?",,owner,info@fastmeasure.com,info@fastmeasure.com
ciphertex.com,Ciphertex,https://ciphertex.com/wp-content/uploads/2024/01/transport-cases-nas-big.webp,https://ciphertex.com/products/accessories/securenas-cx-80khd-sd-hard-transport-case/,I was browsing through your site and came across one of your products: securenas® cx-80khd,"That comes with plastic cases, right?",,owner,info@ciphertex.com,info@ciphertex.com
ssia.spectrumcontrol.com,Secure Systems & Technologies,https://ssia.spectrumcontrol.com/application/files/5216/8415/1130/Cabinets_and_enclisures.png,https://ssia.spectrumcontrol.com/solutions/emsec-cabinets,I was browsing through your site and came across one of your products: emsec cabinets,"That comes with ATA case(s), right?",,owner,shoelace@2.5.2,shoelace@2.5.2
eilon-engineering.com,Eilon Engineering,https://www.eilon-engineering.com/eilon-engineering.com/originals/4%20load%20cells%20-%20PRR%20+%20iPhone%20+%20case%20(3).jpg,https://www.eilon-engineering.com/products/ron-multi-point/,I was browsing through your site and came across one of your products: ron stagemaster,"That comes with foam inserts, right?",(model number: 6000g5 ),owner,sales@eilon-engineering.com,sales@eilon-engineering.com
cardlogix.com,CardLogix,https://www.cardlogix.com/wp-content/uploads/CLX-Biometric-Portable-Suite-closed-no-bg.png,https://www.cardlogix.com/product/idbx-ip67-weatherproof-wheeled-hard-case-with-customizable-foam/,I was browsing through your site and came across one of your products: idbx ip67 weatherproof wheeled hard case with customizable foam,"That comes with a case with foam inserts, right?",(model number: IDBX-CASE ),owner,info@cardlogix.com,info@cardlogix.com
