Query,Exit Reason
Eelink Communication Technology owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Eelink-GPS Tracker manufacturer-4G GPS Tracking,IoT solution : Eelink Communication Technology url: https://www.linkedin.com/in/jamie-tan-aa86b010a"
areus.de owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://ca.linkedin.com/in/george-paolantonio-162a2629
Maxpedition owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Vanquest Gear Inc. : Maxpedition url: https://www.linkedin.com/in/alexander-nunes-96a2a567
ASI Audio owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/anthony-suriano-00231288
hollandsupplycompany.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Utility Solutions Group : Holland Supply Company url: https://www.linkedin.com/in/dannyfields
MBJ Solutions owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://uk.linkedin.com/in/stephen-mcnally-7a478223
solarconduits.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Rubber Triangle Company : Solar Conduits url: https://www.linkedin.com/in/tom-turner-9b278315
Dr Diesel Technologies owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/jorge-guerrero-95aa306"
zylia.co owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-founder : ['owner'] url: https://pl.linkedin.com/in/piotr-szczechowiak-bb4b6644
"Location Based Technologies, Inc. owner site:linkedin.com/in","Current Company does not Fuzzy Match target company: RETIRED : Location Based Technologies, Inc. url: https://www.linkedin.com/in/davemorsesr"
BTMETER owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: PowerRangers.pl : BTMETER url: https://pl.linkedin.com/in/micha%C5%82-baza%C5%82a-16081346
theoretica.us owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Advertising : Theoretica Applied Physics url: https://ca.linkedin.com/in/iandavidmackenzie
icomsdetections.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Mirrhia : Quarterhill url: https://be.linkedin.com/in/etienne-van-den-bogaert
independent.thinkcar.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Freelance : THINKCAR TECH CO. LTD. url: https://uk.linkedin.com/in/garry-phillips-mimi-1b94995b
Seeworld GPS owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: 首席执行官 : ['owner'] url: https://cn.linkedin.com/in/jack-lau-seeworld-56960338
weatherscientific.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: CLIMET Consulting, LLC : Weather Scientific url: https://www.linkedin.com/in/scott-weaver-983b6210"
Cool Performance owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://uk.linkedin.com/in/oliver-norris-58623098"
products.security.gallagher.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Gallagher Security : Gallagher Group url: https://nz.linkedin.com/in/jamestamatiharvey
truvelouk.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sales and Marketing Director : ['owner', 'owner'] url: https://uk.linkedin.com/in/calvin-hutt-8a730a1"
kingconnect.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer : ['owner'] url: https://www.linkedin.com/in/susan-king-607a42275
icarsoft-us.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Manager : ['owner'] url: https://www.linkedin.com/in/susan-watson-771a969b
Controlar owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://pt.linkedin.com/in/pedro-torres-6b1bb715
KING owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Centillion Information Systems : KING url: https://ca.linkedin.com/in/clifford-king-1748b41a
TrackMaster USA owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: TrackMaster Mobility : TrackMaster USA url: https://www.linkedin.com/in/travis-underwood-14823523
Schumo AG owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: amministratore delegato : ['owner', 'owner'] url: https://ch.linkedin.com/in/giancarlo-sandri-39731349"
Rewire Security owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Head of Development : ['owner'] url: https://tr.linkedin.com/in/ekim-saribardak-20816a4a
Testo owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director : ['owner'] url: https://in.linkedin.com/in/vishal-chahar-9686bb1a1
nalresearch.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/robert-bills-418081192"
YC Making owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Stealth Startup : YC Making url: https://www.linkedin.com/in/zane-dash-5429651a5
vetronix.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/craig-schauss-a29a5567"
Hohem owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://cn.linkedin.com/in/%E6%95%8F-%E9%99%88-980695109
bench-force.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Asurion : BenchForce url: https://www.linkedin.com/in/davidbaga
lootests.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: ROGO INDUSTRIAL (SHANGHAI) CO.,LTD : Lootest url: https://cn.linkedin.com/in/lukas-lu-08a05218b/en"
eilon-engineering.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: VP Business Dev. : ['owner', 'owner'] url: https://il.linkedin.com/in/nogaeilonbahar"
CardLogix owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Chairman & CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/sebgoulet"
bartecusa.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Bartec TPMS : Bartec USA url: https://www.linkedin.com/in/scotholloway
graetz.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Studio Graetz : GRAETZ Strahlungsmeßtechnik GmbH url: https://ca.linkedin.com/in/steven-graetz-7487a338
ssia.spectrumcontrol.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Spectrum Control Inc : Secure Systems & Technologies url: https://uk.linkedin.com/in/neil-snowdon-8a459432
Electro-Voice owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: North America Marcom Manager : ['owner'] url: https://www.linkedin.com/in/mark-schwandt-90707864
Airmoto owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: The Wolf Marketing LTD : Airmoto url: https://il.linkedin.com/in/maorwolfbenaim
Quarterhill owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer, President, Board of Directors : ['owner'] url: https://www.linkedin.com/in/chuck-myers1"
BenchForce owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Business Development Manager : ['owner'] url: https://www.linkedin.com/in/charlie-webb-7ab96757
envisioneeringinc.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/bradley-lewis-61740915
berla.co owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/blemere
Yuanchen Hardware owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Apple : Yuanchen Hardware url: https://www.linkedin.com/in/yuan-chen-94b36224
alicat.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: CompuCom : Alicat Scientific url: https://ca.linkedin.com/in/chris-mcallister-2a056053
motogadget.us owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: QA Ltd : motogadget url: https://uk.linkedin.com/in/snoel-pmp
concept-ge.co.uk owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: National Sales Manager : ['owner', 'owner'] url: https://uk.linkedin.com/in/andy-davidson-44485318b"
orisec.co.uk owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://uk.linkedin.com/in/jonathan-green-107a1bb5"
TUALCOM owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer : ['owner'] url: https://uk.linkedin.com/in/ali-pastono%C4%9Flu-6b6226b5/en
Lootest owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: 16Tests : Lootest url: https://fr.linkedin.com/in/vincent-tellenne
034Motorsport owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/javadshadzi"
ruag.ch owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Beyond Gravity : RUAG url: https://ch.linkedin.com/in/andr%C3%A9-wall-9a236b25
OYI Electronic owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Product Manager : ['owner'] url: https://cn.linkedin.com/in/hannah-ou-aa822b209
laserndt.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: NorCom Systems Inc. : Laser Technology, Inc. url: https://www.linkedin.com/in/john-newman-90a50432"
osprey.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/david-ankenbrandt-6a99086
realwheels.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: YLaw  : RealWheels Corporation url: https://ca.linkedin.com/in/cadence-konopaki-7212a155
ITW GSE owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sales Director, Asia Pacific : ['owner'] url: https://sg.linkedin.com/in/steven-itwgse"
janitza.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Janitza North America : Janitza Electronics url: https://www.linkedin.com/in/mike-raths-65368bb
computech.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Assure Holding Company : Computech Systems Inc. url: https://www.linkedin.com/in/j-d-murphy-5bb36a8
electro-meters.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://ca.linkedin.com/in/richard-krug-63581685"
Lightbug owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Head of Clouds : ['owner', 'owner'] url: https://uk.linkedin.com/in/addshore"
MAKS TIPM Rebuilders owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: MAKS Enterprises : MAKS TIPM Rebuilders url: https://www.linkedin.com/in/mak-cabessa-b4658315b
micronicsflowmeters.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Software Manager / Senior Software Engineer : ['owner'] url: https://uk.linkedin.com/in/kevin-jensen-9164641
iCarsoft owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Foreign Trade Sales : ['owner'] url: https://www.linkedin.com/in/tracy-miller-0a7231150
official.bankspower.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Ecommerce Administrator : ['owner'] url: https://www.linkedin.com/in/amela-syhapanha-5202244b
EcuTek Technologies owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Director : ['owner', 'owner'] url: https://uk.linkedin.com/in/mervyn-carroll-b9743459"
sea-gmbh.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: SAIL Sea Air Integrated Logistics LLC : S.E.A. Datentechnik url: https://de.linkedin.com/in/martin-simon-39323333
Silver Automation Instruments owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Silver Lake Automation : Silver Automation Instruments url: https://www.linkedin.com/in/roblanham
corvetteforum.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Gira Design : CorvetteForum url: https://www.linkedin.com/in/jerry-gira-6b34646a
Applied Acoustics Limited owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Technical Director : ['owner'] url: https://uk.linkedin.com/in/kamel-rabouhi-0913b57a
aaetechnologiesgroup.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: aae technologies : Applied Acoustics Limited url: https://uk.linkedin.com/in/adam-darling-5b139a3a
injectionpower.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Marketing Manager : ['owner', 'owner'] url: https://it.linkedin.com/in/massimiliano-gandini-7b608237/en"
katronic.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Director : ['owner', 'owner'] url: https://uk.linkedin.com/in/karsten-frahn-3631a61a"
